artistName,albumName,albumCover,releaseDate,trackNumber
Arcade-Fire,Her (Original Score),https://i.scdn.co/image/ab67616d0000b273af23c77b4a5e51a1944f262d,2021-03-19,13
Arcade-Fire,Everything Now,https://i.scdn.co/image/ab67616d0000b273a36d123f9906888d0af2aed8,2017-07-28,13
Arcade-Fire,Reflektor (Deluxe),https://i.scdn.co/image/ab67616d0000b273cf3ae65c0ff5df273f8a1ad3,2015,19
Arcade-Fire,Reflektor,https://i.scdn.co/image/ab67616d0000b273678bfbaf23b8dfa454017b0b,2013,13
Arcade-Fire,The Suburbs,https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6,2010-08-02,16
Arcade-Fire,The Suburbs (Deluxe),https://i.scdn.co/image/ab67616d0000b2731d6b4b0418200b6324734062,2010-07-01,18
Arcade-Fire,The Suburbs,https://i.scdn.co/image/ab67616d0000b273ce9097d719ec72da26e07864,2010-01-01,16
Arcade-Fire,Neon Bible,https://i.scdn.co/image/ab67616d0000b2739e0e42aa866e5fa167b19608,2007,11
Arcade-Fire,Funeral,https://i.scdn.co/image/ab67616d0000b2737870762a58313ad6f981d664,2004-06-16,10
Arcade-Fire,Unconditional I (Lookout Kid),https://i.scdn.co/image/ab67616d0000b273a1e7a65e44610479ab3b0452,2022-04-27,3
Arcade-Fire,The Lightning I II,https://i.scdn.co/image/ab67616d0000b2738b1ad75b4d1b3171f3945d45,2022-03-17,2
Arcade-Fire,Song on the Beach,https://i.scdn.co/image/ab67616d0000b2739ee9e7d7391bef6297cd9448,2021-02-12,1
Arcade-Fire,Baby Mine (From "Dumbo"),https://i.scdn.co/image/ab67616d0000b27390feebe91781b49bccf8a03d,2019-03-15,1
Arcade-Fire,Baby Mine (From "Dumbo"),https://i.scdn.co/image/ab67616d0000b273008339ec7e78c0b387360584,2019-03-11,1
Arcade-Fire,Peter Pan (feat. Bobby Blackbird) [Equiknoxx Remix],https://i.scdn.co/image/ab67616d0000b2737c75535400bf38c4730caa7c,2018-09-20,1
Arcade-Fire,Put Your Money on Me (Steve Mackey Remix),https://i.scdn.co/image/ab67616d0000b273945b7bb7276f74d354d48e1a,2018-07-06,1
Arcade-Fire,Put Your Money on Me,https://i.scdn.co/image/ab67616d0000b27381cbdd2050b0c52f3918369e,2018-03-16,1
Arcade-Fire,Everything Now (Todo Ya) - Remix por Bomba Estéreo,https://i.scdn.co/image/ab67616d0000b2731e084f7e4a68a20d1523c6ad,2017-12-15,1
Arcade-Fire,Spotify Singles,https://i.scdn.co/image/ab67616d0000b2736f47f6c4b15521d2b2c33368,2017-09-20,2
Khalid,Scenic Drive (The Tape),https://i.scdn.co/image/ab67616d0000b273b6866de8f1c7a1a1559ef5a8,2021-12-03,9
Khalid,Scenic Drive (The Tape),https://i.scdn.co/image/ab67616d0000b2736217f9756018189b883568cd,2021-12-03,9
Khalid,Free Spirit,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60,2019-04-05,17
Khalid,Suncity,https://i.scdn.co/image/ab67616d0000b273c43edd2cf01edf73bf0b97a3,2018-10-19,7
Khalid,Suncity,https://i.scdn.co/image/ab67616d0000b27360624c0781fd787c9aa4699c,2018-10-18,7
Khalid,American Teen (Japan Version),https://i.scdn.co/image/ab67616d0000b27372bb3efa7a3544b979ac1c60,2018-01-24,16
Khalid,American Teen,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,2017-04-27,15
Khalid,Skyline,https://i.scdn.co/image/ab67616d0000b273b25a6f8bac702391f3e59129,2022-04-28,1
Khalid,Last Call,https://i.scdn.co/image/ab67616d0000b273a58ea8506e1b257cfad72aba,2022-03-03,1
Khalid,Come For Me (Unlocked) (feat. Khalid & Lucky Daye),https://i.scdn.co/image/ab67616d0000b27364844d96305b9d60aedd68ab,2021-12-05,1
Khalid,Fall in Love at Christmas (Remixes),https://i.scdn.co/image/ab67616d0000b2732ad55e5db460710b6465ec89,2021-12-03,3
Khalid,Retrograde (feat. 6LACK & Lucky Daye),https://i.scdn.co/image/ab67616d0000b273c934962b1ae808e4d72fb444,2021-12-02,1
Khalid,Scenic Drive (feat. Ari Lennox & Smino),https://i.scdn.co/image/ab67616d0000b273f8700a94311f34580b7afe38,2021-12-02,1
Khalid,All I Feel Is Rain (feat. JID),https://i.scdn.co/image/ab67616d0000b2739bafb8826934db17f473966c,2021-12-02,1
Khalid,Open (feat. Majid Jordan),https://i.scdn.co/image/ab67616d0000b2733c4daf2eadc2b741e6464eb2,2021-12-02,1
Khalid,Fall in Love at Christmas,https://i.scdn.co/image/ab67616d0000b273cabe3525aadec971ad846505,2021-11-05,3
Khalid,Present,https://i.scdn.co/image/ab67616d0000b273836db2f8371727a6da92977f,2021-10-22,1
Khalid,New Normal,https://i.scdn.co/image/ab67616d0000b27388d4fc6c2c4d6dbdf64bb9e2,2021-07-21,1
Khalid,working,https://i.scdn.co/image/ab67616d0000b273e9d11eb596a7a7e426d81635,2021-06-17,1
Khalid,Otra Noche Sin Ti,https://i.scdn.co/image/ab67616d0000b2730be3514a5b184c135a27d7f1,2021-04-09,1
Kellin-Quinn,how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,https://i.scdn.co/image/ab67616d0000b2739950140076661a3c703d371b,2022-04-29,2
Kellin-Quinn,how could you do this to me? feat. Kellin Quinn from Sleeping With Sirens,https://i.scdn.co/image/ab67616d0000b27354462902ed6a9be6a78eb014,2022-04-29,2
Kellin-Quinn,Make This Better,https://i.scdn.co/image/ab67616d0000b273e573a103be1f55a637d19dbb,2022-04-29,1
Kellin-Quinn,Set This Place On Fire (with Kellin Quinn),https://i.scdn.co/image/ab67616d0000b273de0b1dd3a4db097a88cee4ac,2022-04-08,1
Kellin-Quinn,Mark Hoppus,https://i.scdn.co/image/ab67616d0000b273593fd74fdd2c1c59a1d0b11f,2022-03-25,1
Kellin-Quinn,Song of Saya,https://i.scdn.co/image/ab67616d0000b27322db8e8a989d4dec557846af,2022-03-21,1
Kellin-Quinn,MESS (with Kellin Quinn of Sleeping With Sirens),https://i.scdn.co/image/ab67616d0000b2731f1c3bd7f04475e8291292dd,2022-02-25,1
Kellin-Quinn,Gorgeous Disaster (with Kellin Quinn),https://i.scdn.co/image/ab67616d0000b27351a127b68becc88f31d96562,2022-02-18,1
Kellin-Quinn,Suburban Dysfunction,https://i.scdn.co/image/ab67616d0000b27323d6fbfb962a736d292eec45,2022-01-21,1
Kellin-Quinn,Seasons,https://i.scdn.co/image/ab67616d0000b2733fc59a40051e890075d3e7ff,2021-10-01,1
Kellin-Quinn,Overdramatic,https://i.scdn.co/image/ab67616d0000b2738a5d6d93fe36b27b9dd92f5b,2021-09-16,1
Kellin-Quinn,Seasons,https://i.scdn.co/image/ab67616d0000b2730d4718a026c50430c56fed3a,2021-09-03,1
Kellin-Quinn,Love You Like I Used To,https://i.scdn.co/image/ab67616d0000b2732df490d8499e9ba04f861c3a,2021-08-27,1
Kellin-Quinn,Messy (Messy x Kellin Quinn),https://i.scdn.co/image/ab67616d0000b2737c179c6518b129020da8613a,2021-07-16,1
Kellin-Quinn,Someone Else (Reimagined),https://i.scdn.co/image/ab67616d0000b27344ceea39e2755a776c920d40,2021-07-15,1
Kellin-Quinn,1 Thing (feat. Kellin Quinn),https://i.scdn.co/image/ab67616d0000b273209c1b9c21470a073450e334,2021-07-09,1
Kellin-Quinn,Your Confession,https://i.scdn.co/image/ab67616d0000b273fb7915ce080752e0bd8ed91a,2021-06-11,1
Kellin-Quinn,No Fear,https://i.scdn.co/image/ab67616d0000b2734a012d1716726396b6318801,2021-05-28,1
Kellin-Quinn,No Fear,https://i.scdn.co/image/ab67616d0000b273edfae3ddbbae1eae76c3c3a4,2021-05-28,1
Kellin-Quinn,love race (feat. Kellin Quinn),https://i.scdn.co/image/ab67616d0000b2731568ddeeb672c8229f342e26,2021-04-29,1
Willie-Nelson,A Beautiful Time,https://i.scdn.co/image/ab67616d0000b273b7d26e723f09f17313e24c27,2022-04-29,14
Willie-Nelson,Way Up High (Live 1981),https://i.scdn.co/image/ab67616d0000b273c990b1cb4db9cfc44654cd78,2022-03-16,21
Willie-Nelson,The Willie Nelson Family,https://i.scdn.co/image/ab67616d0000b273191a5fc4d442951fba5db98a,2021-11-19,12
Willie-Nelson,Texas Willie,https://i.scdn.co/image/ab67616d0000b273c89f3915a54f432e0000a36e,2021-05-14,40
Willie-Nelson,Highway Call (Live '79),https://i.scdn.co/image/ab67616d0000b273ceb0bfecebdf92d0f7217a1f,2021-04-17,39
Willie-Nelson,That's Life,https://i.scdn.co/image/ab67616d0000b2735af555c72012315127a36d71,2021-02-26,11
Willie-Nelson,First Rose of Spring,https://i.scdn.co/image/ab67616d0000b2734c4d8e208d7c83b829006e10,2020-07-03,11
Willie-Nelson,Ride Me Back Home,https://i.scdn.co/image/ab67616d0000b273cca860b64207f7684ad5a2c1,2019-06-21,11
Willie-Nelson,My Way,https://i.scdn.co/image/ab67616d0000b273347b4ad215436cf7410e4ba3,2018-09-14,11
Willie-Nelson,Last Man Standing,https://i.scdn.co/image/ab67616d0000b273dc6bd08ae700af3982d0b603,2018-04-27,11
Willie-Nelson,Willie and the Boys: Willie's Stash Vol. 2,https://i.scdn.co/image/ab67616d0000b27314026db0402ffc822b344554,2017-10-20,12
Willie-Nelson,God's Problem Child,https://i.scdn.co/image/ab67616d0000b273f4533a9b4574924db1ab39e6,2017-04-28,13
Willie-Nelson,For the Good Times: A Tribute to Ray Price,https://i.scdn.co/image/ab67616d0000b273fa7b4fca10ac8dad2bba5ea3,2016-09-16,12
Willie-Nelson,Willie Nelson: The Demos Project Vol. One,https://i.scdn.co/image/ab67616d0000b273b5bb55775aaceeb5922d65dc,2016-09-16,14
Willie-Nelson,Willie Nelson: The Demos Project Vol. Two,https://i.scdn.co/image/ab67616d0000b273a78656561ee3d001f2bf841d,2016-09-16,14
Willie-Nelson,Summertime: Willie Nelson Sings Gershwin,https://i.scdn.co/image/ab67616d0000b273f35cca148ab67943e9c622a8,2016-02-26,11
Willie-Nelson,The Essential Willie Nelson,https://i.scdn.co/image/ab67616d0000b273cd06c30fffa0c176b7fe0065,2015-10-16,45
Willie-Nelson,Django and Jimmie,https://i.scdn.co/image/ab67616d0000b273c1afd1cc710a7a7f74ac8fbd,2015-05-29,14
Willie-Nelson,December Day: Willie's Stash Vol.1,https://i.scdn.co/image/ab67616d0000b2736fe326054126005e1eaf0d2d,2014-11-28,18
Willie-Nelson,Band of Brothers,https://i.scdn.co/image/ab67616d0000b273e2760224140d9ea786a5d318,2014-06-13,14
Rammstein,Zeit,https://i.scdn.co/image/ab67616d0000b2731108fef87966d83948b6a037,2022-04-29,11
Rammstein,Rammstein,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,2019-05-17,11
Rammstein,Paris (Live),https://i.scdn.co/image/ab67616d0000b273f66344e1b4e100fdd311b268,2017-05-19,22
Rammstein,Paris (Live),https://i.scdn.co/image/ab67616d0000b27341037c24d49908b70e4ae856,2017-05-19,22
Rammstein,XXI - Klavier,https://i.scdn.co/image/ab67616d0000b27307102c04845ae50616643c8e,2015-11-11,13
Rammstein,Liebe ist für alle da,https://i.scdn.co/image/ab67616d0000b273f35b533187d748e0e6f71f09,2009-10-16,16
Rammstein,Liebe ist für alle da (Special Edition),https://i.scdn.co/image/ab67616d0000b273952d246fd1eac33a1a2c2603,2009-10-16,16
Rammstein,Rosenrot,https://i.scdn.co/image/ab67616d0000b273f57450066e72260794540c5d,2005-10-27,11
Rammstein,Rosenrot,https://i.scdn.co/image/ab67616d0000b2734ea617c398a01a5228069744,2005-10-27,11
Rammstein,Reise Reise,https://i.scdn.co/image/ab67616d0000b273136f94926d47c4986e50c877,2004-09-27,11
Rammstein,Reise Reise,https://i.scdn.co/image/ab67616d0000b273cbe7573e1175f842e24b34c2,2004-09-27,11
Rammstein,Mutter,https://i.scdn.co/image/ab67616d0000b27325d8b7c6feee0c8d6593d606,2001-04-02,11
Rammstein,Mutter,https://i.scdn.co/image/ab67616d0000b2738b2c42026277efc3e058855b,2001-04-02,11
Rammstein,Live aus Berlin,https://i.scdn.co/image/ab67616d0000b27335001a591bcdfa8c3a12e566,1999-08-31,15
Rammstein,Live aus Berlin,https://i.scdn.co/image/ab67616d0000b273fc875da1fb03c233d7e5d8c5,1999-08-31,15
Rammstein,Sehnsucht,https://i.scdn.co/image/ab67616d0000b27397ea8cd106d06260c2c76cd6,1997-08-25,11
Rammstein,Sehnsucht,https://i.scdn.co/image/ab67616d0000b273a715d32590424cd667879ba3,1997-08-25,11
Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),https://i.scdn.co/image/ab67616d0000b273dcdfc25819de77e79c2edf49,1995-09-24,11
Rammstein,Zick Zack,https://i.scdn.co/image/ab67616d0000b273d6e04629d6b5a6de13c5c5e8,2022-04-07,3
Rammstein,Zick Zack (RMX by Boys Noize),https://i.scdn.co/image/ab67616d0000b2736bc34f411ec0553cc3fef557,2022-04-07,2
Jayda-G,DJ-Kicks: Jayda G,https://i.scdn.co/image/ab67616d0000b273b90b2ea5316b6d70a3b6dd42,2021-05-14,26
Jayda-G,Significant Changes,https://i.scdn.co/image/ab67616d0000b273c2e8fca7f88b1ce9e2cacc1a,2019-03-22,12
Jayda-G,Significant Changes,https://i.scdn.co/image/ab67616d0000b27352136dbd5ff9758d7d17d213,2019-03-22,9
Jayda-G,Mine O' Mine,https://i.scdn.co/image/ab67616d0000b273b186b824887145fb697755b6,2022-04-26,1
Jayda-G,Mine O' Mine,https://i.scdn.co/image/ab67616d0000b2733ca21e8f2029b77b849398c2,2022-04-26,1
Jayda-G,All I Need (DJ-Kicks),https://i.scdn.co/image/ab67616d0000b27308faaf1f588fd4f60759968a,2021-04-09,2
Jayda-G,Black Rain (Jayda G Remix),https://i.scdn.co/image/ab67616d0000b273160ebb60fa7710ad7ff89b51,2021-03-10,2
Jayda-G,Both Of Us / Are U Down,https://i.scdn.co/image/ab67616d0000b273b286039bfc28a4f636d3d296,2020-11-02,6
Jayda-G,Cool (Jayda G Remix),https://i.scdn.co/image/ab67616d0000b273e06f5a6883eca1371b6ea272,2020-09-11,1
Jayda-G,Both Of Us / Are U Down,https://i.scdn.co/image/ab67616d0000b2736aaa59fbbd649e44f853e765,2020-07-03,5
Jayda-G,Both Of Us (Jayda G Sunset Bliss Mix),https://i.scdn.co/image/ab67616d0000b2733b3b06d5078a37636e99b9f6,2020-06-05,3
Jayda-G,Both Of Us,https://i.scdn.co/image/ab67616d0000b273158ced5d410610389e5ba8fe,2020-05-26,2
Jayda-G,Significant Changes (Remixes),https://i.scdn.co/image/ab67616d0000b273752e5fccc9c6ae48df7e734c,2019-07-19,4
Jayda-G,Significant Changes (Remixes),https://i.scdn.co/image/ab67616d0000b273b8308c97419cdd0b20f0d3e0,2019-07-19,4
Jayda-G,Stanley’s Get Down (No Parking on the DF) [Honey Dijon Remix],https://i.scdn.co/image/ab67616d0000b273e93a2e8df8464b51a081268a,2019-06-25,1
Jayda-G,Stanley’s Get Down (No Parking on the DF) (Honey Dijon Remix),https://i.scdn.co/image/ab67616d0000b2738adf8784182d409e9fdeba4f,2019-06-25,1
Jayda-G,Move to the Front (Disco Mix),https://i.scdn.co/image/ab67616d0000b2730a1dfed770954686c2a764cc,2019-03-05,3
Jayda-G,Move to the Front (Disco Mix),https://i.scdn.co/image/ab67616d0000b2737c196c74fe6ca3c33b461758,2019-03-05,3
Jayda-G,Move to the Front (Disco Mix),https://i.scdn.co/image/ab67616d0000b2739efde22fd8a9e23d0b2ab9b0,2019-03-05,1
Jayda-G,Leave Room 2 Breathe,https://i.scdn.co/image/ab67616d0000b273f3d1fa3464ef4ea37fa6e4ab,2019-01-22,2
Victor-Manuelle,Lado A Lado B,https://i.scdn.co/image/ab67616d0000b273292233236b403057e168194a,2022-04-29,17
Victor-Manuelle,Memorias de Navidad,https://i.scdn.co/image/ab67616d0000b273c22770e9926a1052a74f4445,2019-10-25,12
Victor-Manuelle,25/7,https://i.scdn.co/image/ab67616d0000b273decd568bf69b01d3cae98093,2018-03-23,9
Victor-Manuelle,Sonero de la Juventud... Salsero Original,https://i.scdn.co/image/ab67616d0000b27391101d8ad01d0e90f4047a50,2016-08-12,16
Victor-Manuelle,Que Suenen los Tambores,https://i.scdn.co/image/ab67616d0000b273a9096b64baa9c7cc2026f6bd,2015-04-21,13
Victor-Manuelle,Leyendas: Salsa Romántica,https://i.scdn.co/image/ab67616d0000b273c0ad92f265247300b4298c32,2014-11-04,18
Victor-Manuelle,Sólo para Mujeres,https://i.scdn.co/image/ab67616d0000b2739fa924bd173fc531f0fde1cb,2014-08-05,17
Victor-Manuelle,Me Llamaré Tuyo (Bonus Tracks Version),https://i.scdn.co/image/ab67616d0000b2733c2951b038f477f068ed0fb8,2013-08-26,13
Victor-Manuelle,Me Llamaré Tuyo,https://i.scdn.co/image/ab67616d0000b27331a6e424447b8981bbc4e097,2013-06-24,10
Victor-Manuelle,Busco Un Pueblo (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27385c17e85f992238ee88c4102,2012-01-23,15
Victor-Manuelle,Me Llamaré Tuyo Reloaded,https://i.scdn.co/image/ab67616d0000b2737a2f180228ff232739fd5918,2012,17
Victor-Manuelle,Mis Favoritas,https://i.scdn.co/image/ab67616d0000b273fa5db32ddd1e55839ef35623,2010-06-08,14
Victor-Manuelle,Yo Mismo,https://i.scdn.co/image/ab67616d0000b27395a07f3e8c9f824dfc6e0357,2010-03-24,13
Victor-Manuelle,Navidad a Mi Estilo,https://i.scdn.co/image/ab67616d0000b27385f2cc82b18e4a01a617b3fe,2010,10
Victor-Manuelle,Yo Mismo,https://i.scdn.co/image/ab67616d0000b2734a12fc217282fffd20cec657,2009-11-10,13
Victor-Manuelle,Yo Mismo,https://i.scdn.co/image/ab67616d0000b273a55a0e5ce7dfb2062cda230b,2009-11-09,15
Victor-Manuelle,Muy Personal,https://i.scdn.co/image/ab67616d0000b273961851ca1056c5941360a3d7,2009-05-05,17
Victor-Manuelle,Muy Personal,https://i.scdn.co/image/ab67616d0000b2735d2098778f5a9dcc1b62fd80,2009-05-04,17
Victor-Manuelle,Historia De Un Sonero,https://i.scdn.co/image/ab67616d0000b273c7046bdfcbe0a81b5347e633,2008-07-21,16
Victor-Manuelle,Soy,https://i.scdn.co/image/ab67616d0000b27376576d4c43653d8a51cad87c,2008-06-24,11
